parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type
8876,Zone-C,EV,2024-05-09 22:00:00,30,,15.0,CARD,No,Regular
8877,Zone-C,Bike,2024-06-24 00:00:00,60,30,30.0,upi,No,Visitor
8878,,Car,2024-04-24 23:00:00,30,40,20.0,Card,No,VISITOR
8879,Zone-C,,2024-05-03 03:00:00,30,,15.0,UPI,No,Regular
8880,,CAR,2024-03-20 18:00:00,-30,20,-10.0,UPI,No,VISITOR
8881,ZONE-B,EV,2024-01-30 15:00:00,30,20,10.0,CARD,No,Visitor
8882,Zone A,EV,2024-05-17 09:00:00,5,20,1.67,,N,
8883,Zone-A,Bike,2024-03-24 17:00:00,15,0,0.0,CARD,Y,VISITOR
8884,,Car,2024-06-25 11:00:00,240,40,160.0,,No,Visitor
8885,,Car,2024-01-22 18:00:00,120,20,40.0,,No,Visitor
8886,zone c,EV,2024-05-04 10:00:00,60,30,30.0,Cash,Yes,regular
8887,ZONE-B,Car,2024-03-19 23:00:00,120,30,60.0,Cash,YES,Visitor
8888,zone-a,Bike,2024-01-22 09:00:00,120,40,80.0,UPI,Yes,regular
8889,Zone-C,Car,2024-01-10 14:00:00,15,30,7.5,Card,No,VISITOR
8890,Zone A,Bike,,0,20,0.0,Card,N,Regular
8891,ZONE-B,EV,2024-03-14 04:00:00,60,40,40.0,,Y,regular
8892,ZONE-B,CAR,2024-02-25 15:00:00,15,30,7.5,Card,Yes,Regular
8893,,Bike,2024-06-13 23:00:00,5,20,1.67,UPI,Yes,Regular
8894,Zone-C,car,2024-06-11 15:00:00,30,,15.0,,N,VISITOR
8895,Zone-A,Bike,,30,30,15.0,CARD,No,Regular
8896,Zone-C,car,2024-03-01 13:00:00,30,40,20.0,UPI,No,Visitor
8897,zone-a,CAR,2024-05-14 21:00:00,120,20,40.0,CARD,Yes,Regular
8898,,EV,2024-06-06 05:00:00,60,40,40.0,CARD,YES,VISITOR
8899,zone c,car,2024-05-25 22:00:00,120,30,60.0,Cash,,Regular
8900,Zone-C,Bike,2024-05-24 07:00:00,,30,30.0,,No,VISITOR
8901,ZONE-B,,2024-03-07 11:00:00,60,30,30.0,,Yes,Visitor
8902,Zone-C,EV,2024-06-17 12:00:00,5,40,3.33,UPI,N,
8903,Zone-A,Car,2024-07-23 08:00:00,120,40,80.0,,No,Regular
8904,Zone-C,car,2024-01-04 12:00:00,30,,15.0,Cash,,Visitor
8905,Zone-A,Bike,2024-01-14 16:00:00,120,30,60.0,Card,No,Regular
8906,Zone A,Bike,2024-03-19 21:00:00,-30,20,-10.0,Card,N,regular
8907,Zone-C,Car,2024-07-20 19:00:00,120,20,40.0,,,regular
8908,Zone A,Bike,2024-07-19 08:00:00,,20,20.0,UPI,Yes,Visitor
8909,Zone-A,Bike,2024-03-23 11:00:00,30,20,10.0,upi,Yes,VISITOR
8910,ZONE-B,Bike,2024-03-06 07:00:00,0,0,0.0,upi,No,Visitor
8911,,Bike,2024-02-10 13:00:00,-30,30,-15.0,,No,VISITOR
8912,zone-a,,2024-04-10 17:00:00,0,40,0.0,UPI,Yes,Visitor
8913,Zone-C,Bike,2024-07-12 21:00:00,30,30,15.0,UPI,Y,Regular
8914,Zone-C,car,2024-06-22 04:00:00,120,0,0.0,,No,regular
8915,Zone-C,Car,2024-04-09 07:00:00,120,30,60.0,UPI,,Regular
8916,zone c,,2024-03-31 20:00:00,120,20,40.0,UPI,Yes,VISITOR
8917,zone c,Car,2024-01-17 08:00:00,120,40,80.0,Cash,Y,VISITOR
8918,Zone A,Bike,2024-06-18 19:00:00,15,20,5.0,,Yes,Regular
8919,ZONE-B,Car,2024-03-18 22:00:00,30,20,10.0,CARD,N,regular
8920,,car,2024-07-08 16:00:00,0,40,0.0,Card,No,
8921,zone-a,,2024-01-12 21:00:00,5,40,3.33,Cash,No,VISITOR
8922,ZONE-B,Car,2024-04-25 09:00:00,30,20,10.0,UPI,N,regular
8923,,car,2024-01-15 17:00:00,15,40,10.0,UPI,Yes,Visitor
8924,Zone-A,Car,2024-02-03 23:00:00,15,40,10.0,Card,,Regular
8925,Zone-C,EV,2024-07-19 02:00:00,30,40,20.0,upi,Y,regular
8926,Zone-C,Car,2024-05-27 00:00:00,60,30,30.0,Cash,Yes,Regular
8927,zone c,Car,2024-01-03 21:00:00,60,20,20.0,upi,Yes,VISITOR
8928,Zone A,EV,2024-04-03 22:00:00,120,20,40.0,CARD,No,
8929,Zone-A,Bike,2024-02-14 13:00:00,120,20,40.0,Card,No,Visitor
8930,Zone-A,Car,2024-06-13 13:00:00,30,20,10.0,CARD,Yes,Visitor
8931,,Bike,2024-03-27 17:00:00,60,20,20.0,CARD,Y,Visitor
8932,zone c,EV,2024-01-21 17:00:00,30,30,15.0,Card,No,VISITOR
8933,,Bike,,240,20,80.0,Cash,,Regular
8934,Zone-A,Car,2024-01-21 16:00:00,60,0,0.0,Card,No,VISITOR
8935,Zone-C,Bike,wrong_time,15,40,10.0,Card,N,regular
8936,Zone-A,Car,2024-04-15 08:00:00,30,20,10.0,UPI,Yes,VISITOR
8937,Zone-A,Car,2024-02-13 17:00:00,30,20,10.0,Cash,No,regular
8938,Zone-C,Car,2024-04-09 15:00:00,120,40,80.0,Cash,Yes,regular
8939,,Car,2024-02-13 17:00:00,-30,0,-0.0,upi,Yes,Visitor
8940,zone c,Car,2024-07-19 09:00:00,60,0,0.0,Card,No,VISITOR
8941,ZONE-B,EV,2024-02-01 22:00:00,30,,15.0,,Yes,Regular
8942,Zone A,EV,2024-05-27 20:00:00,240,30,120.0,UPI,No,VISITOR
8943,Zone-A,car,2024-03-21 07:00:00,,20,20.0,,N,Visitor
8944,Zone-C,car,2024-06-08 00:00:00,120,40,80.0,Card,No,VISITOR
8945,ZONE-B,Bike,2024-04-05 06:00:00,,30,30.0,Cash,YES,Visitor
8946,Zone A,Bike,2024-02-06 23:00:00,60,,30.0,CARD,No,VISITOR
8947,Zone A,Car,2024-06-19 23:00:00,30,,15.0,Cash,N,Regular
8948,Zone-C,EV,2024-05-21 02:00:00,30,30,15.0,upi,Y,Regular
8949,Zone-A,Car,2024-05-11 05:00:00,-30,0,-0.0,UPI,Yes,Regular
8950,Zone-A,Car,2024-02-08 07:00:00,60,20,20.0,UPI,No,Regular
8951,,Car,2024-07-12 04:00:00,120,30,60.0,Card,No,Regular
8952,zone c,Bike,2024-01-10 18:00:00,60,30,30.0,Card,No,regular
8953,Zone A,CAR,,60,0,0.0,Card,Yes,Regular
8954,ZONE-B,Bike,2024-06-10 06:00:00,120,0,0.0,UPI,,Regular
8955,Zone A,EV,2024-01-28 04:00:00,30,20,10.0,Cash,Yes,regular
8956,,Car,2024-07-17 23:00:00,120,30,60.0,UPI,Yes,regular
8957,Zone-A,Car,2024-07-08 02:00:00,120,40,80.0,CARD,Yes,regular
8958,,Car,wrong_time,30,0,0.0,Card,Yes,Regular
8959,Zone-A,EV,2024-06-05 14:00:00,240,0,0.0,CARD,No,regular
8960,Zone-A,Bike,2024-01-11 00:00:00,240,0,0.0,UPI,No,VISITOR
8961,zone c,Car,2024-04-20 09:00:00,0,30,0.0,,No,Visitor
8962,zone-a,,2024-02-01 20:00:00,60,40,40.0,,No,regular
8963,Zone-C,Car,2024-02-13 01:00:00,,,30.0,UPI,Yes,
8964,,EV,2024-07-12 22:00:00,30,30,15.0,Cash,No,regular
8965,zone c,,2024-05-14 23:00:00,5,40,3.33,CARD,,
8966,Zone-C,,,120,20,40.0,upi,N,regular
8967,,EV,2024-05-27 16:00:00,-30,30,-15.0,CARD,No,
8968,ZONE-B,EV,2024-02-01 17:00:00,-30,30,-15.0,Card,No,
8969,ZONE-B,EV,2024-01-23 08:00:00,60,20,20.0,Cash,Y,Visitor
8970,zone-a,car,2024-06-18 04:00:00,30,,15.0,UPI,No,Visitor
8971,,EV,2024-07-11 01:00:00,60,,30.0,Cash,Yes,Visitor
8972,,Car,2024-01-21 09:00:00,5,40,3.33,Cash,No,VISITOR
8973,,car,2024-06-27 00:00:00,0,20,0.0,,Y,Regular
8974,Zone-C,car,2024-06-07 16:00:00,15,,7.5,,No,VISITOR
8975,Zone-A,car,2024-02-18 21:00:00,60,,30.0,UPI,,VISITOR
8976,ZONE-B,Bike,2024-04-09 20:00:00,60,0,0.0,Cash,Y,Regular
8977,,Bike,2024-03-31 18:00:00,0,0,0.0,Card,Yes,
8978,ZONE-B,Bike,2024-04-24 19:00:00,5,30,2.5,Card,Yes,Regular
8979,zone-a,Car,2024-02-02 21:00:00,30,30,15.0,,No,Visitor
8980,Zone-C,EV,2024-03-07 18:00:00,-30,20,-10.0,UPI,No,Regular
8981,zone c,Bike,2024-07-22 04:00:00,60,40,40.0,Cash,No,regular
8982,Zone-A,Car,2024-03-04 22:00:00,60,0,0.0,CARD,Yes,regular
8983,zone-a,Bike,2024-07-07 12:00:00,60,30,30.0,Cash,Yes,Regular
8984,Zone-A,Car,2024-07-20 03:00:00,240,0,0.0,Cash,YES,Visitor
8985,ZONE-B,Car,2024-06-04 22:00:00,15,40,10.0,CARD,No,regular
8986,Zone-C,car,,30,,15.0,Cash,Yes,Regular
8987,,,2024-02-21 08:00:00,30,30,15.0,,Yes,Regular
8988,Zone-C,Car,2024-06-13 05:00:00,60,20,20.0,upi,Y,Visitor
8989,ZONE-B,EV,2024-06-29 10:00:00,240,30,120.0,UPI,N,Visitor
8990,ZONE-B,CAR,2024-03-16 02:00:00,5,40,3.33,UPI,Yes,Regular
8991,,EV,2024-04-23 09:00:00,15,0,0.0,CARD,Yes,regular
8992,ZONE-B,Car,2024-05-13 17:00:00,240,40,160.0,Cash,Yes,
8993,Zone-C,Car,2024-07-26 21:00:00,30,30,15.0,UPI,Yes,Visitor
8994,zone-a,EV,2024-04-26 09:00:00,30,20,10.0,Card,No,Visitor
8995,Zone A,EV,2024-07-15 18:00:00,15,40,10.0,,Yes,VISITOR
8996,ZONE-B,,2024-01-14 04:00:00,240,30,120.0,CARD,No,Visitor
8997,Zone-A,Bike,2024-01-20 23:00:00,240,30,120.0,,N,Visitor
8998,Zone A,Bike,2024-06-24 00:00:00,60,40,40.0,upi,Yes,Visitor
8999,,Car,2024-05-31 22:00:00,30,30,15.0,,Y,Visitor
9000,Zone A,Bike,wrong_time,15,20,5.0,UPI,N,VISITOR
9001,zone-a,Bike,2024-07-27 01:00:00,30,0,0.0,Cash,No,VISITOR
9002,Zone-C,Car,,,,30.0,upi,Yes,regular
9003,Zone-A,car,2024-03-26 05:00:00,30,40,20.0,UPI,No,Regular
9004,,EV,2024-01-19 19:00:00,30,40,20.0,UPI,Yes,Regular
9005,zone-a,car,2024-01-03 08:00:00,60,20,20.0,upi,,Visitor
9006,ZONE-B,Car,2024-05-02 00:00:00,120,30,60.0,CARD,Y,Regular
9007,zone-a,Bike,2024-03-05 16:00:00,240,40,160.0,Card,Y,regular
9008,ZONE-B,Car,2024-01-24 23:00:00,60,30,30.0,,N,VISITOR
9009,Zone-A,Car,2024-07-28 09:00:00,15,,7.5,Cash,No,Visitor
9010,ZONE-B,Bike,2024-07-26 16:00:00,60,40,40.0,CARD,No,Regular
9011,Zone A,Bike,2024-03-28 11:00:00,15,40,10.0,Card,N,Visitor
9012,Zone-C,Bike,2024-07-16 11:00:00,30,20,10.0,UPI,Yes,Regular
9013,Zone-A,Bike,2024-04-08 15:00:00,,40,40.0,UPI,,Visitor
9014,Zone-A,Car,2024-07-24 12:00:00,,20,20.0,,N,Visitor
9015,ZONE-B,Car,2024-06-30 01:00:00,5,20,1.67,UPI,Y,VISITOR
9016,ZONE-B,Bike,2024-05-30 06:00:00,30,20,10.0,Card,Y,Regular
9017,ZONE-B,,2024-02-08 18:00:00,15,,7.5,CARD,Yes,Regular
9018,,Car,2024-02-05 13:00:00,120,0,0.0,UPI,N,Regular
9019,Zone-A,EV,2024-01-17 15:00:00,240,30,120.0,Card,N,Regular
9020,Zone-A,car,2024-05-27 10:00:00,15,,7.5,UPI,YES,VISITOR
9021,Zone-C,CAR,,30,40,20.0,CARD,,
9022,,Car,2024-07-05 17:00:00,30,20,10.0,Card,N,Regular
9023,Zone-A,Bike,2024-05-25 10:00:00,5,40,3.33,Card,Y,
9024,ZONE-B,Car,2024-07-13 04:00:00,60,,30.0,Cash,No,regular
9025,Zone A,Car,2024-07-02 05:00:00,120,40,80.0,,Yes,Visitor
9026,,car,2024-05-30 13:00:00,60,30,30.0,Cash,N,Visitor
9027,ZONE-B,Bike,2024-06-08 20:00:00,60,40,40.0,UPI,YES,VISITOR
9028,Zone-A,EV,2024-02-07 03:00:00,60,20,20.0,CARD,Yes,Visitor
9029,Zone A,,2024-01-17 22:00:00,30,0,0.0,Cash,Yes,Regular
9030,Zone-A,EV,2024-07-24 06:00:00,30,40,20.0,Cash,No,VISITOR
9031,zone-a,Bike,2024-02-16 01:00:00,60,30,30.0,upi,No,VISITOR
9032,,,2024-07-12 22:00:00,30,30,15.0,Cash,No,regular
9033,ZONE-B,CAR,2024-04-08 00:00:00,15,40,10.0,,Y,Visitor
9034,Zone-C,EV,2024-06-18 20:00:00,,,30.0,UPI,Y,
9035,Zone A,CAR,2024-02-04 07:00:00,30,30,15.0,UPI,Yes,VISITOR
9036,Zone-C,car,2024-02-13 02:00:00,120,40,80.0,Card,No,VISITOR
9037,ZONE-B,,2024-02-07 14:00:00,240,30,120.0,Cash,Yes,Regular
9038,Zone-A,Bike,2024-03-17 05:00:00,60,40,40.0,Card,,Regular
9039,Zone-A,Car,2024-02-26 02:00:00,30,40,20.0,upi,Y,Regular
9040,Zone-C,EV,2024-06-27 13:00:00,60,40,40.0,CARD,YES,Regular
9041,Zone-A,Bike,2024-06-19 10:00:00,60,,30.0,UPI,Yes,Visitor
9042,zone-a,Bike,2024-02-26 05:00:00,120,20,40.0,,No,Regular
9043,Zone-C,Car,2024-06-18 05:00:00,120,30,60.0,Cash,Y,Visitor
9044,ZONE-B,EV,2024-02-25 05:00:00,120,30,60.0,upi,YES,Regular
9045,zone-a,CAR,2024-03-13 00:00:00,240,30,120.0,Card,YES,regular
9046,zone c,Car,2024-05-04 22:00:00,30,0,0.0,UPI,No,Regular
9047,Zone-C,Bike,2024-06-23 20:00:00,120,20,40.0,upi,Yes,
9048,Zone A,Bike,2024-06-24 23:00:00,30,30,15.0,,YES,regular
9049,Zone-C,Bike,2024-01-29 20:00:00,30,40,20.0,Card,,
9050,zone c,Car,2024-06-16 09:00:00,-30,,-15.0,UPI,YES,regular
9051,Zone A,CAR,,-30,40,-20.0,,YES,regular
9052,ZONE-B,Bike,2024-06-04 23:00:00,30,40,20.0,,Yes,
9053,Zone A,EV,2024-04-02 02:00:00,15,30,7.5,UPI,N,Visitor
9054,Zone A,Car,2024-07-02 04:00:00,30,40,20.0,,YES,Visitor
9055,,,wrong_time,15,40,10.0,CARD,,Regular
9056,zone-a,car,2024-02-28 19:00:00,30,20,10.0,Cash,No,Regular
9057,,Bike,2024-01-13 23:00:00,30,20,10.0,Card,,
9058,Zone-A,Car,2024-07-08 06:00:00,240,20,80.0,UPI,No,Regular
9059,Zone-A,EV,2024-04-04 17:00:00,30,30,15.0,Card,Yes,regular
9060,Zone-C,Car,2024-07-08 06:00:00,15,40,10.0,,No,VISITOR
9061,Zone-C,EV,2024-03-16 21:00:00,-30,0,-0.0,CARD,Yes,Visitor
9062,zone c,car,2024-06-10 01:00:00,120,30,60.0,Cash,Yes,Visitor
9063,Zone A,Car,2024-02-11 01:00:00,120,20,40.0,UPI,Yes,Regular
9064,zone-a,Car,2024-01-05 01:00:00,120,20,40.0,,Y,Visitor
9065,Zone-C,EV,2024-05-07 00:00:00,,40,40.0,UPI,Y,Regular
9066,,Bike,2024-01-06 11:00:00,-30,40,-20.0,Cash,Y,regular
9067,Zone-A,Car,wrong_time,120,20,40.0,CARD,No,Visitor
9068,Zone-C,Bike,2024-04-29 08:00:00,15,30,7.5,Cash,Yes,VISITOR
9069,Zone A,Bike,2024-02-18 12:00:00,15,40,10.0,UPI,No,Visitor
9070,ZONE-B,Car,2024-02-16 16:00:00,15,40,10.0,CARD,No,Visitor
9071,zone c,car,2024-07-23 23:00:00,5,20,1.67,Cash,No,Visitor
9072,,Car,wrong_time,60,0,0.0,Card,No,Visitor
9073,Zone-C,car,2024-04-22 22:00:00,-30,30,-15.0,Cash,No,regular
9074,Zone-A,,2024-04-25 02:00:00,15,40,10.0,CARD,YES,Regular
9075,Zone-A,Bike,2024-03-28 00:00:00,-30,40,-20.0,CARD,No,Regular
9076,Zone-C,Bike,2024-07-01 14:00:00,30,40,20.0,upi,Yes,Visitor
9077,Zone-A,Car,2024-04-28 00:00:00,15,30,7.5,Card,No,regular
9078,Zone-A,Car,2024-03-20 00:00:00,30,40,20.0,upi,,Regular
9079,Zone-A,Car,2024-04-07 15:00:00,-30,40,-20.0,upi,,Visitor
9080,zone c,car,2024-05-27 06:00:00,60,0,0.0,CARD,No,Regular
9081,Zone-C,Car,2024-02-13 21:00:00,15,20,5.0,Card,No,Regular
9082,Zone A,Car,2024-07-27 22:00:00,240,20,80.0,Card,Yes,
9083,ZONE-B,Car,2024-03-13 13:00:00,15,40,10.0,upi,Y,VISITOR
9084,Zone-C,Bike,2024-06-29 09:00:00,120,40,80.0,Cash,N,Regular
9085,zone c,EV,2024-04-25 11:00:00,5,40,3.33,CARD,Yes,regular
9086,zone-a,Car,2024-02-16 23:00:00,5,40,3.33,UPI,YES,Regular
9087,ZONE-B,EV,2024-07-18 18:00:00,30,40,20.0,Card,N,Visitor
9088,Zone-C,Car,2024-01-02 13:00:00,120,,60.0,,YES,Visitor
9089,ZONE-B,Bike,2024-01-23 05:00:00,60,40,40.0,UPI,No,Regular
9090,zone-a,Car,2024-03-16 07:00:00,60,40,40.0,Cash,N,Regular
9091,ZONE-B,EV,2024-05-29 17:00:00,5,40,3.33,Cash,Y,
9092,Zone-A,Car,2024-03-14 06:00:00,15,40,10.0,UPI,No,Visitor
9093,,EV,2024-06-20 15:00:00,15,40,10.0,UPI,No,regular
9094,Zone-C,Bike,2024-03-11 20:00:00,0,40,0.0,Card,Y,Regular
9095,ZONE-B,Bike,2024-05-05 06:00:00,120,40,80.0,CARD,No,Visitor
9096,ZONE-B,CAR,2024-07-02 12:00:00,60,20,20.0,Card,,Visitor
9097,Zone-A,Bike,2024-03-30 02:00:00,30,0,0.0,upi,Y,
9098,zone-a,Car,2024-05-04 20:00:00,0,40,0.0,Cash,YES,regular
9099,Zone-A,EV,2024-01-29 05:00:00,-30,30,-15.0,,,Visitor
9100,Zone A,Bike,2024-03-08 13:00:00,60,20,20.0,upi,YES,Regular
9101,zone c,car,2024-02-23 01:00:00,120,0,0.0,Card,YES,Visitor
9102,Zone-C,Bike,2024-02-11 02:00:00,-30,20,-10.0,UPI,,Regular
9103,Zone A,Car,2024-07-16 12:00:00,30,20,10.0,Cash,Yes,regular
9104,zone-a,EV,2024-03-09 05:00:00,60,30,30.0,CARD,No,Regular
9105,Zone-C,Car,2024-04-10 09:00:00,15,30,7.5,UPI,Yes,Regular
9106,,Car,2024-07-17 13:00:00,15,40,10.0,UPI,N,VISITOR
9107,Zone A,Bike,2024-07-03 17:00:00,5,40,3.33,UPI,No,Regular
9108,Zone-C,EV,2024-05-22 08:00:00,60,0,0.0,,No,Regular
9109,Zone-A,Bike,2024-03-05 20:00:00,-30,20,-10.0,upi,YES,Visitor
9110,Zone-C,Bike,2024-02-18 04:00:00,60,0,0.0,UPI,No,Visitor
9111,Zone-C,Car,2024-03-29 01:00:00,120,20,40.0,upi,,Visitor
9112,,EV,2024-01-17 06:00:00,,20,20.0,Card,No,Regular
9113,ZONE-B,Bike,2024-03-27 11:00:00,60,20,20.0,Cash,Yes,Visitor
9114,zone-a,Car,2024-06-30 19:00:00,60,30,30.0,UPI,Y,regular
9115,ZONE-B,Bike,wrong_time,60,40,40.0,,No,
9116,Zone A,Car,2024-06-05 07:00:00,60,30,30.0,UPI,No,regular
9117,Zone A,Car,2024-01-19 14:00:00,15,20,5.0,,No,VISITOR
9118,,Car,2024-01-02 17:00:00,5,40,3.33,upi,YES,Visitor
9119,Zone-C,Car,2024-06-18 17:00:00,15,40,10.0,upi,Yes,
9120,Zone-C,EV,2024-07-15 07:00:00,60,40,40.0,Cash,No,
9121,,Car,2024-03-13 20:00:00,30,30,15.0,UPI,Yes,Regular
9122,ZONE-B,EV,,5,40,3.33,Cash,No,Regular
9123,zone c,Bike,2024-03-06 22:00:00,-30,40,-20.0,Card,,Regular
9124,Zone-C,EV,2024-04-02 19:00:00,5,20,1.67,CARD,No,Regular
9125,Zone-A,Bike,2024-04-24 21:00:00,,40,40.0,UPI,Yes,Regular
9126,ZONE-B,Car,2024-02-21 01:00:00,120,20,40.0,,N,
9127,ZONE-B,Car,2024-02-16 19:00:00,-30,0,-0.0,Card,Yes,Regular
9128,ZONE-B,Bike,2024-04-03 21:00:00,30,40,20.0,CARD,Y,Regular
9129,zone-a,Car,2024-05-09 20:00:00,240,30,120.0,Cash,Yes,VISITOR
9130,ZONE-B,Car,2024-02-03 21:00:00,5,20,1.67,UPI,N,Visitor
9131,ZONE-B,Car,2024-02-09 14:00:00,,20,20.0,Card,YES,Regular
9132,zone c,EV,2024-04-11 19:00:00,15,40,10.0,UPI,Yes,regular
9133,zone-a,Car,2024-02-04 00:00:00,,,30.0,upi,No,regular
9134,Zone-A,Car,,240,20,80.0,UPI,Yes,VISITOR
9135,zone c,Car,2024-06-01 21:00:00,60,30,30.0,Card,Yes,
9136,ZONE-B,Car,2024-02-28 03:00:00,60,20,20.0,UPI,Yes,regular
9137,zone c,Car,2024-05-18 19:00:00,120,20,40.0,UPI,Yes,Regular
9138,zone-a,Car,2024-05-03 00:00:00,15,30,7.5,,No,regular
9139,Zone-C,EV,2024-02-19 23:00:00,30,20,10.0,Card,No,Regular
9140,Zone-A,Bike,2024-01-05 22:00:00,60,40,40.0,Cash,,VISITOR
9141,Zone-C,CAR,2024-05-19 09:00:00,30,30,15.0,CARD,No,regular
9142,,CAR,2024-07-25 00:00:00,120,40,80.0,UPI,N,Regular
9143,Zone-C,Bike,2024-01-20 10:00:00,0,20,0.0,Cash,No,regular
9144,Zone-C,Car,2024-07-22 10:00:00,5,30,2.5,Card,Y,Regular
9145,zone-a,Bike,2024-03-13 22:00:00,5,0,0.0,Cash,Yes,
9146,Zone-C,Bike,,30,40,20.0,UPI,No,VISITOR
9147,Zone-A,Car,2024-04-11 07:00:00,120,40,80.0,Card,No,regular
9148,,Bike,2024-03-17 00:00:00,15,40,10.0,,YES,Regular
9149,,EV,2024-05-27 21:00:00,240,20,80.0,,,Visitor
9150,ZONE-B,Car,2024-07-09 11:00:00,240,20,80.0,Cash,YES,Regular
9151,Zone A,Bike,2024-03-05 18:00:00,-30,,-15.0,Card,YES,
9152,zone-a,Bike,2024-05-20 14:00:00,120,20,40.0,CARD,No,Visitor
9153,zone c,Car,2024-01-26 13:00:00,30,40,20.0,UPI,No,regular
9154,Zone A,EV,2024-05-05 02:00:00,60,30,30.0,CARD,No,Visitor
9155,ZONE-B,Bike,2024-06-19 19:00:00,15,20,5.0,,Yes,Regular
9156,zone-a,car,2024-02-05 03:00:00,240,30,120.0,UPI,Yes,Regular
9157,Zone-A,Car,2024-03-03 08:00:00,60,20,20.0,,N,
9158,ZONE-B,car,2024-05-13 09:00:00,120,30,60.0,Cash,Yes,regular
9159,,Bike,2024-01-12 09:00:00,120,30,60.0,UPI,Yes,Regular
9160,ZONE-B,,wrong_time,30,40,20.0,CARD,N,Visitor
9161,zone-a,Bike,2024-02-28 03:00:00,-30,40,-20.0,Cash,YES,Regular
9162,Zone-A,Bike,2024-04-10 16:00:00,5,40,3.33,,N,Visitor
9163,zone-a,Bike,2024-03-28 16:00:00,60,20,20.0,UPI,N,regular
9164,,Car,2024-01-04 22:00:00,240,40,160.0,UPI,Yes,Regular
9165,Zone-A,Car,2024-06-07 09:00:00,-30,40,-20.0,upi,Yes,Regular
9166,,car,2024-06-08 23:00:00,30,0,0.0,,YES,VISITOR
9167,Zone-C,Car,2024-03-02 18:00:00,15,,7.5,Card,No,Visitor
9168,zone-a,Car,2024-01-28 07:00:00,15,20,5.0,upi,Yes,VISITOR
9169,Zone-A,EV,2024-02-27 12:00:00,15,,7.5,UPI,,Visitor
9170,,Car,2024-01-13 09:00:00,15,30,7.5,Cash,No,Visitor
9171,ZONE-B,Bike,2024-02-22 18:00:00,60,0,0.0,UPI,Yes,Visitor
9172,Zone A,Bike,2024-03-03 23:00:00,5,40,3.33,UPI,No,
9173,ZONE-B,EV,2024-07-08 16:00:00,60,40,40.0,CARD,Y,regular
9174,Zone-A,Bike,2024-03-13 04:00:00,30,40,20.0,UPI,N,VISITOR
9175,zone-a,Car,2024-06-22 11:00:00,120,0,0.0,CARD,,
9176,Zone-A,Bike,2024-03-19 02:00:00,15,,7.5,Card,Y,Regular
9177,Zone-A,Bike,2024-05-17 14:00:00,30,40,20.0,Cash,Yes,Visitor
9178,zone-a,Bike,2024-03-29 23:00:00,5,30,2.5,UPI,,Regular
9179,zone c,Car,2024-01-29 00:00:00,60,20,20.0,,No,Regular
9180,,Bike,2024-06-23 09:00:00,30,40,20.0,UPI,No,regular
9181,Zone-C,EV,2024-06-06 22:00:00,120,40,80.0,Cash,Y,Visitor
9182,Zone-C,Bike,2024-04-25 11:00:00,60,40,40.0,upi,Yes,VISITOR
9183,Zone-A,Car,2024-03-07 06:00:00,240,,120.0,upi,No,
9184,zone-a,Car,2024-04-17 03:00:00,15,20,5.0,Card,No,VISITOR
9185,zone c,Car,2024-01-03 22:00:00,30,0,0.0,,No,
9186,,EV,2024-06-03 20:00:00,-30,20,-10.0,upi,Yes,Regular
9187,Zone-A,Bike,2024-03-02 08:00:00,15,,7.5,Card,YES,Visitor
9188,zone-a,Bike,2024-02-23 06:00:00,30,,15.0,Card,,
9189,zone c,,2024-04-15 07:00:00,60,20,20.0,UPI,Yes,Regular
9190,zone-a,,2024-04-01 15:00:00,60,40,40.0,CARD,YES,regular
9191,ZONE-B,EV,wrong_time,60,0,0.0,Card,YES,Visitor
9192,ZONE-B,car,2024-01-10 03:00:00,240,0,0.0,Card,No,Visitor
9193,Zone-A,EV,2024-06-24 13:00:00,30,30,15.0,Cash,Yes,Regular
9194,ZONE-B,car,2024-02-11 21:00:00,15,,7.5,CARD,YES,Regular
9195,Zone-A,car,2024-05-06 23:00:00,120,20,40.0,Card,No,Visitor
9196,Zone-A,car,2024-01-17 08:00:00,30,40,20.0,UPI,YES,Visitor
9197,,Car,2024-05-06 20:00:00,30,20,10.0,Card,Yes,Regular
9198,Zone-A,Car,2024-03-08 00:00:00,-30,30,-15.0,UPI,N,Visitor
9199,ZONE-B,Bike,2024-05-26 15:00:00,240,40,160.0,upi,No,Regular
9200,ZONE-B,Car,2024-06-18 22:00:00,30,20,10.0,UPI,YES,Regular
9201,zone-a,,2024-03-08 11:00:00,30,40,20.0,UPI,Yes,Regular
9202,,,2024-06-25 14:00:00,30,30,15.0,UPI,N,Visitor
9203,,Car,2024-05-06 11:00:00,60,30,30.0,,Yes,VISITOR
9204,,Car,2024-05-11 22:00:00,30,30,15.0,Card,No,Visitor
9205,ZONE-B,EV,2024-07-12 05:00:00,15,20,5.0,UPI,Yes,regular
9206,zone c,Bike,2024-01-20 22:00:00,30,20,10.0,UPI,YES,regular
9207,ZONE-B,Bike,2024-03-18 16:00:00,5,,2.5,UPI,No,Visitor
9208,Zone A,Car,2024-02-02 18:00:00,30,0,0.0,Cash,No,Regular
9209,,Car,2024-04-22 19:00:00,15,40,10.0,Card,No,Visitor
9210,zone c,EV,2024-02-25 01:00:00,15,40,10.0,UPI,No,Regular
