parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type,hour,day,weekday,month
8262,ZONE-B,CAR,2024-01-07 15:00:00,15.0,30.0,7.5,CARD,YES,VISITOR,15,7,Sunday,January
8263,ZONE-A,BIKE,2024-02-27 10:00:00,60.0,30.0,30.0,CARD,NO,UNKNOWN,10,27,Tuesday,February
8265,ZONE-C,EV,2024-05-23 03:00:00,5.0,40.0,3.33,UNKNOWN,YES,UNKNOWN,3,23,Thursday,May
8266,UNKNOWN,BIKE,2024-06-29 23:00:00,15.0,40.0,10.0,CARD,YES,REGULAR,23,29,Saturday,June
8267,ZONE-A,UNKNOWN,2024-02-08 09:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,9,8,Thursday,February
8268,ZONE-A,EV,2024-01-04 06:00:00,5.0,40.0,3.33,UNKNOWN,NO,REGULAR,6,4,Thursday,January
8269,ZONE-A,CAR,2024-01-31 12:00:00,120.0,30.0,60.0,UPI,NO,REGULAR,12,31,Wednesday,January
8271,ZONE-A,UNKNOWN,2024-02-18 06:00:00,60.0,20.0,20.0,UNKNOWN,NO,REGULAR,6,18,Sunday,February
8273,ZONE-A,CAR,2024-04-10 12:00:00,15.0,40.0,10.0,CARD,NO,VISITOR,12,10,Wednesday,April
8274,ZONE-A,BIKE,2024-06-25 18:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,18,25,Tuesday,June
8275,ZONE-B,BIKE,2024-01-20 16:00:00,120.0,20.0,40.0,CASH,NO,VISITOR,16,20,Saturday,January
8277,ZONE-A,EV,2024-07-06 13:00:00,5.0,20.0,1.67,UNKNOWN,YES,REGULAR,13,6,Saturday,July
8278,ZONE-B,CAR,2024-02-24 07:00:00,30.0,20.0,10.0,CASH,YES,UNKNOWN,7,24,Saturday,February
8279,ZONE-C,UNKNOWN,2024-06-21 05:00:00,5.0,30.0,2.5,CASH,NO,UNKNOWN,5,21,Friday,June
8280,ZONE-B,CAR,2024-01-01 14:00:00,60.0,40.0,40.0,UNKNOWN,NO,VISITOR,14,1,Monday,January
8281,ZONE-C,UNKNOWN,2024-05-22 20:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,20,22,Wednesday,May
8282,ZONE-A,CAR,2024-02-20 16:00:00,30.0,20.0,10.0,CARD,YES,REGULAR,16,20,Tuesday,February
8283,UNKNOWN,BIKE,2024-01-28 02:00:00,30.0,20.0,10.0,CASH,YES,VISITOR,2,28,Sunday,January
8284,ZONE-C,EV,2024-05-03 16:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,16,3,Friday,May
8285,ZONE-C,BIKE,2024-04-25 13:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,13,25,Thursday,April
8286,ZONE-A,CAR,2024-01-08 08:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,8,8,Monday,January
8287,ZONE-A,BIKE,2024-06-02 10:00:00,60.0,30.0,30.0,UNKNOWN,NO,VISITOR,10,2,Sunday,June
8288,ZONE-A,CAR,2024-05-22 22:00:00,5.0,40.0,3.33,UNKNOWN,NO,UNKNOWN,22,22,Wednesday,May
8289,UNKNOWN,EV,2024-05-26 00:00:00,30.0,20.0,10.0,UPI,YES,VISITOR,0,26,Sunday,May
8291,ZONE-C,BIKE,2024-02-02 01:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,1,2,Friday,February
8292,ZONE-A,UNKNOWN,2024-04-27 06:00:00,240.0,20.0,80.0,UNKNOWN,YES,REGULAR,6,27,Saturday,April
8294,ZONE-B,CAR,2024-03-26 11:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,11,26,Tuesday,March
8295,ZONE-C,BIKE,2024-03-11 03:00:00,5.0,30.0,2.5,CARD,YES,UNKNOWN,3,11,Monday,March
8296,ZONE-A,CAR,2024-02-13 12:00:00,30.0,40.0,20.0,CASH,NO,UNKNOWN,12,13,Tuesday,February
8297,ZONE-C,EV,2024-01-14 22:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,22,14,Sunday,January
8298,ZONE-C,CAR,2024-05-23 19:00:00,15.0,30.0,7.5,CARD,NO,VISITOR,19,23,Thursday,May
8300,ZONE-A,BIKE,2024-01-26 21:00:00,30.0,20.0,10.0,CASH,YES,REGULAR,21,26,Friday,January
8301,ZONE-A,EV,2024-04-11 09:00:00,120.0,40.0,80.0,CASH,YES,VISITOR,9,11,Thursday,April
8302,UNKNOWN,CAR,2024-06-18 23:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,23,18,Tuesday,June
8303,ZONE-C,BIKE,2024-04-23 15:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,15,23,Tuesday,April
8304,UNKNOWN,UNKNOWN,2024-02-24 17:00:00,30.0,20.0,10.0,UNKNOWN,NO,VISITOR,17,24,Saturday,February
8305,ZONE-A,CAR,2024-06-11 02:00:00,30.0,40.0,20.0,CASH,YES,REGULAR,2,11,Tuesday,June
8306,ZONE-A,BIKE,2024-06-19 18:00:00,60.0,30.0,30.0,CARD,NO,REGULAR,18,19,Wednesday,June
8307,ZONE-A,BIKE,2024-07-11 17:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,17,11,Thursday,July
8308,ZONE-B,CAR,2024-05-04 17:00:00,60.0,30.0,30.0,CARD,NO,REGULAR,17,4,Saturday,May
8309,ZONE-C,CAR,2024-05-13 08:00:00,60.0,40.0,40.0,CARD,YES,VISITOR,8,13,Monday,May
8310,ZONE-B,CAR,2024-07-25 03:00:00,15.0,40.0,10.0,UNKNOWN,NO,REGULAR,3,25,Thursday,July
8311,ZONE-A,CAR,2024-06-27 16:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,16,27,Thursday,June
8312,ZONE-A,UNKNOWN,2024-02-26 13:00:00,120.0,40.0,80.0,CASH,NO,VISITOR,13,26,Monday,February
8313,UNKNOWN,BIKE,2024-03-17 02:00:00,60.0,20.0,20.0,UNKNOWN,YES,UNKNOWN,2,17,Sunday,March
8315,ZONE-A,CAR,2024-04-19 20:00:00,5.0,30.0,2.5,CASH,NO,REGULAR,20,19,Friday,April
8316,ZONE-C,CAR,2024-05-02 10:00:00,15.0,30.0,7.5,UNKNOWN,YES,UNKNOWN,10,2,Thursday,May
8319,ZONE-A,CAR,2024-04-14 16:00:00,120.0,20.0,40.0,UPI,YES,REGULAR,16,14,Sunday,April
8320,ZONE-A,CAR,2024-07-04 08:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,8,4,Thursday,July
8321,ZONE-C,CAR,2024-07-24 06:00:00,15.0,40.0,10.0,UNKNOWN,YES,REGULAR,6,24,Wednesday,July
8322,ZONE-A,BIKE,2024-01-06 23:00:00,60.0,40.0,40.0,CASH,YES,VISITOR,23,6,Saturday,January
8323,UNKNOWN,EV,2024-07-13 16:00:00,30.0,30.0,15.0,CASH,NO,VISITOR,16,13,Saturday,July
8324,ZONE-A,CAR,2024-04-24 13:00:00,15.0,20.0,5.0,UPI,NO,REGULAR,13,24,Wednesday,April
8326,ZONE-A,BIKE,2024-01-27 12:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,12,27,Saturday,January
8327,ZONE-B,UNKNOWN,2024-07-28 12:00:00,30.0,30.0,15.0,UPI,YES,UNKNOWN,12,28,Sunday,July
8328,ZONE-A,EV,2024-03-18 20:00:00,30.0,30.0,15.0,CASH,YES,VISITOR,20,18,Monday,March
8329,ZONE-A,CAR,2024-03-27 07:00:00,120.0,20.0,40.0,CARD,NO,REGULAR,7,27,Wednesday,March
8330,ZONE-A,BIKE,2024-01-21 14:00:00,5.0,40.0,3.33,UNKNOWN,YES,REGULAR,14,21,Sunday,January
8331,UNKNOWN,CAR,2024-07-17 18:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,18,17,Wednesday,July
8332,ZONE-C,EV,2024-02-09 11:00:00,60.0,20.0,20.0,CASH,YES,VISITOR,11,9,Friday,February
8334,ZONE-C,CAR,2024-07-20 18:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,18,20,Saturday,July
8336,ZONE-A,BIKE,2024-01-26 19:00:00,120.0,40.0,80.0,UNKNOWN,YES,REGULAR,19,26,Friday,January
8337,ZONE-C,EV,2024-07-28 06:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,6,28,Sunday,July
8338,ZONE-B,CAR,2024-06-05 04:00:00,60.0,30.0,30.0,UNKNOWN,YES,REGULAR,4,5,Wednesday,June
8339,ZONE-B,EV,2024-03-23 19:00:00,15.0,40.0,10.0,UNKNOWN,YES,REGULAR,19,23,Saturday,March
8340,ZONE-C,BIKE,2024-05-11 13:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,13,11,Saturday,May
8341,ZONE-B,CAR,2024-03-16 11:00:00,5.0,30.0,2.5,CASH,NO,VISITOR,11,16,Saturday,March
8342,ZONE-A,EV,2024-04-01 18:00:00,15.0,20.0,5.0,UPI,NO,VISITOR,18,1,Monday,April
8343,ZONE-C,EV,2024-03-25 10:00:00,60.0,30.0,30.0,UNKNOWN,NO,REGULAR,10,25,Monday,March
8345,ZONE-C,EV,2024-06-20 14:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,14,20,Thursday,June
8346,UNKNOWN,CAR,2024-03-10 18:00:00,120.0,30.0,60.0,UNKNOWN,YES,REGULAR,18,10,Sunday,March
8347,ZONE-B,CAR,2024-07-22 23:00:00,240.0,20.0,80.0,UPI,YES,VISITOR,23,22,Monday,July
8348,ZONE-B,CAR,2024-05-10 05:00:00,15.0,30.0,7.5,CASH,YES,VISITOR,5,10,Friday,May
8350,ZONE-C,CAR,2024-05-15 00:00:00,15.0,30.0,7.5,UPI,YES,UNKNOWN,0,15,Wednesday,May
8352,ZONE-B,BIKE,2024-03-19 03:00:00,240.0,40.0,160.0,UPI,YES,REGULAR,3,19,Tuesday,March
8353,UNKNOWN,CAR,2024-03-22 09:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,9,22,Friday,March
8354,ZONE-C,BIKE,2024-01-25 01:00:00,5.0,30.0,2.5,CARD,NO,VISITOR,1,25,Thursday,January
8355,ZONE-B,CAR,2024-07-06 02:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,2,6,Saturday,July
8356,ZONE-A,CAR,2024-07-17 11:00:00,60.0,20.0,20.0,UPI,YES,VISITOR,11,17,Wednesday,July
8358,ZONE-B,CAR,2024-04-14 05:00:00,5.0,30.0,2.5,UPI,YES,REGULAR,5,14,Sunday,April
8359,ZONE-C,CAR,2024-07-10 10:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,10,10,Wednesday,July
8362,ZONE-B,BIKE,2024-03-14 22:00:00,30.0,30.0,15.0,UPI,YES,UNKNOWN,22,14,Thursday,March
8363,ZONE-C,CAR,2024-03-25 21:00:00,30.0,20.0,10.0,CARD,NO,UNKNOWN,21,25,Monday,March
8364,ZONE-A,EV,2024-02-07 04:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,4,7,Wednesday,February
8365,ZONE-C,EV,2024-05-31 18:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,18,31,Friday,May
8366,UNKNOWN,EV,2024-04-10 17:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,17,10,Wednesday,April
8367,ZONE-A,UNKNOWN,2024-01-25 05:00:00,15.0,20.0,5.0,UPI,NO,REGULAR,5,25,Thursday,January
8370,ZONE-A,CAR,2024-05-05 14:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,14,5,Sunday,May
8371,ZONE-B,BIKE,2024-04-18 20:00:00,60.0,40.0,40.0,CARD,YES,REGULAR,20,18,Thursday,April
8372,UNKNOWN,BIKE,2024-07-10 14:00:00,240.0,30.0,120.0,CASH,YES,UNKNOWN,14,10,Wednesday,July
8373,ZONE-A,EV,2024-04-07 10:00:00,30.0,30.0,15.0,CARD,YES,REGULAR,10,7,Sunday,April
8375,UNKNOWN,EV,2024-04-28 17:00:00,15.0,40.0,10.0,CASH,YES,VISITOR,17,28,Sunday,April
8377,ZONE-A,CAR,2024-02-11 01:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,1,11,Sunday,February
8378,ZONE-A,EV,2024-06-14 03:00:00,120.0,40.0,80.0,CASH,NO,UNKNOWN,3,14,Friday,June
8379,ZONE-A,CAR,2024-01-21 17:00:00,30.0,20.0,10.0,UPI,YES,REGULAR,17,21,Sunday,January
8380,ZONE-A,BIKE,2024-01-01 12:00:00,60.0,30.0,30.0,CARD,YES,REGULAR,12,1,Monday,January
8381,ZONE-C,CAR,2024-03-25 07:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,7,25,Monday,March
8382,UNKNOWN,UNKNOWN,2024-03-08 22:00:00,30.0,40.0,20.0,CASH,YES,REGULAR,22,8,Friday,March
8383,ZONE-C,BIKE,2024-06-26 18:00:00,5.0,30.0,2.5,CARD,NO,REGULAR,18,26,Wednesday,June
8384,ZONE-C,CAR,2024-05-01 14:00:00,30.0,30.0,15.0,UNKNOWN,NO,UNKNOWN,14,1,Wednesday,May
8386,UNKNOWN,UNKNOWN,2024-03-16 20:00:00,120.0,40.0,80.0,CASH,NO,VISITOR,20,16,Saturday,March
8387,ZONE-B,BIKE,2024-04-15 18:00:00,120.0,20.0,40.0,CARD,YES,VISITOR,18,15,Monday,April
8388,ZONE-C,BIKE,2024-04-20 22:00:00,5.0,30.0,2.5,UNKNOWN,NO,REGULAR,22,20,Saturday,April
8391,ZONE-C,EV,2024-06-16 23:00:00,120.0,40.0,80.0,UPI,YES,VISITOR,23,16,Sunday,June
8392,UNKNOWN,CAR,2024-03-15 06:00:00,15.0,30.0,7.5,UNKNOWN,YES,VISITOR,6,15,Friday,March
8393,ZONE-A,BIKE,2024-04-30 22:00:00,15.0,30.0,7.5,UPI,YES,UNKNOWN,22,30,Tuesday,April
8394,UNKNOWN,CAR,2024-01-06 07:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,7,6,Saturday,January
8395,ZONE-C,BIKE,2024-05-19 06:00:00,240.0,30.0,120.0,UNKNOWN,NO,REGULAR,6,19,Sunday,May
8396,UNKNOWN,BIKE,2024-03-06 19:00:00,60.0,30.0,30.0,UNKNOWN,YES,REGULAR,19,6,Wednesday,March
8397,ZONE-A,CAR,2024-04-09 03:00:00,240.0,30.0,120.0,UPI,YES,REGULAR,3,9,Tuesday,April
8400,ZONE-A,CAR,2024-04-02 04:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,4,2,Tuesday,April
8401,ZONE-B,CAR,2024-03-29 22:00:00,5.0,20.0,1.67,CARD,YES,REGULAR,22,29,Friday,March
8402,ZONE-A,EV,2024-01-16 03:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,3,16,Tuesday,January
8403,ZONE-C,BIKE,2024-01-21 17:00:00,30.0,20.0,10.0,UPI,NO,REGULAR,17,21,Sunday,January
8404,ZONE-B,EV,2024-06-29 04:00:00,60.0,20.0,20.0,UPI,NO,REGULAR,4,29,Saturday,June
8405,ZONE-A,EV,2024-07-25 14:00:00,120.0,40.0,80.0,UPI,YES,VISITOR,14,25,Thursday,July
8406,UNKNOWN,BIKE,2024-02-13 06:00:00,60.0,40.0,40.0,UPI,NO,REGULAR,6,13,Tuesday,February
8407,ZONE-A,EV,2024-07-02 21:00:00,240.0,40.0,160.0,CARD,YES,VISITOR,21,2,Tuesday,July
8409,ZONE-C,CAR,2024-06-24 03:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,3,24,Monday,June
8410,ZONE-C,BIKE,2024-01-02 13:00:00,30.0,40.0,20.0,CARD,NO,UNKNOWN,13,2,Tuesday,January
8411,ZONE-A,CAR,2024-02-28 10:00:00,240.0,30.0,120.0,CASH,YES,REGULAR,10,28,Wednesday,February
8412,ZONE-A,EV,2024-01-18 12:00:00,30.0,20.0,10.0,UPI,NO,REGULAR,12,18,Thursday,January
8413,ZONE-A,BIKE,2024-01-20 00:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,0,20,Saturday,January
8414,ZONE-B,BIKE,2024-01-18 11:00:00,240.0,40.0,160.0,UNKNOWN,NO,REGULAR,11,18,Thursday,January
8415,UNKNOWN,CAR,2024-02-14 06:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,6,14,Wednesday,February
8416,ZONE-A,CAR,2024-03-06 16:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,16,6,Wednesday,March
8418,ZONE-C,CAR,2024-05-31 08:00:00,5.0,30.0,2.5,CARD,NO,VISITOR,8,31,Friday,May
8419,ZONE-A,BIKE,2024-06-24 05:00:00,30.0,30.0,15.0,UNKNOWN,YES,UNKNOWN,5,24,Monday,June
8420,ZONE-B,EV,2024-05-29 01:00:00,5.0,40.0,3.33,CARD,NO,UNKNOWN,1,29,Wednesday,May
8421,ZONE-C,EV,2024-07-24 16:00:00,60.0,40.0,40.0,CARD,YES,REGULAR,16,24,Wednesday,July
8422,UNKNOWN,BIKE,2024-05-24 14:00:00,120.0,30.0,60.0,CARD,NO,REGULAR,14,24,Friday,May
8423,ZONE-B,BIKE,2024-06-07 19:00:00,60.0,20.0,20.0,CASH,YES,VISITOR,19,7,Friday,June
8424,ZONE-A,CAR,2024-03-09 02:00:00,15.0,20.0,5.0,CARD,NO,REGULAR,2,9,Saturday,March
8425,ZONE-B,CAR,2024-02-27 19:00:00,120.0,40.0,80.0,UNKNOWN,NO,REGULAR,19,27,Tuesday,February
8426,ZONE-C,BIKE,2024-07-15 06:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,6,15,Monday,July
8427,ZONE-C,BIKE,2024-01-24 00:00:00,15.0,40.0,10.0,CASH,NO,VISITOR,0,24,Wednesday,January
8428,ZONE-C,CAR,2024-05-28 07:00:00,15.0,20.0,5.0,CARD,NO,UNKNOWN,7,28,Tuesday,May
8429,ZONE-A,EV,2024-05-28 13:00:00,15.0,20.0,5.0,CASH,YES,REGULAR,13,28,Tuesday,May
8430,ZONE-C,BIKE,2024-02-20 06:00:00,60.0,20.0,20.0,CASH,NO,REGULAR,6,20,Tuesday,February
8431,ZONE-A,EV,2024-05-03 10:00:00,30.0,20.0,10.0,CARD,YES,VISITOR,10,3,Friday,May
8432,ZONE-C,CAR,2024-01-05 15:00:00,30.0,40.0,20.0,CASH,YES,VISITOR,15,5,Friday,January
8433,ZONE-C,EV,2024-04-22 00:00:00,5.0,30.0,2.5,UPI,NO,UNKNOWN,0,22,Monday,April
8434,ZONE-A,CAR,2024-02-25 22:00:00,120.0,20.0,40.0,CASH,YES,REGULAR,22,25,Sunday,February
8435,ZONE-B,EV,2024-06-21 16:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,16,21,Friday,June
8436,ZONE-C,BIKE,2024-01-16 06:00:00,30.0,30.0,15.0,UNKNOWN,NO,UNKNOWN,6,16,Tuesday,January
8437,ZONE-A,CAR,2024-06-20 09:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,9,20,Thursday,June
8438,UNKNOWN,CAR,2024-07-17 00:00:00,15.0,30.0,7.5,UPI,NO,REGULAR,0,17,Wednesday,July
8440,ZONE-A,BIKE,2024-07-18 14:00:00,30.0,20.0,10.0,UPI,YES,VISITOR,14,18,Thursday,July
8442,ZONE-A,CAR,2024-06-27 15:00:00,5.0,30.0,2.5,CARD,YES,VISITOR,15,27,Thursday,June
8443,ZONE-A,BIKE,2024-04-22 12:00:00,60.0,20.0,20.0,CARD,YES,REGULAR,12,22,Monday,April
8444,ZONE-B,BIKE,2024-01-16 07:00:00,5.0,30.0,2.5,CASH,YES,VISITOR,7,16,Tuesday,January
8445,ZONE-C,CAR,2024-06-08 21:00:00,240.0,40.0,160.0,CASH,YES,REGULAR,21,8,Saturday,June
8446,ZONE-C,EV,2024-03-19 20:00:00,60.0,20.0,20.0,UPI,YES,REGULAR,20,19,Tuesday,March
8447,ZONE-C,BIKE,2024-01-04 13:00:00,120.0,20.0,40.0,CARD,YES,REGULAR,13,4,Thursday,January
8449,ZONE-A,BIKE,2024-06-27 17:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,17,27,Thursday,June
8450,ZONE-B,CAR,2024-04-18 20:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,20,18,Thursday,April
8451,UNKNOWN,UNKNOWN,2024-05-03 00:00:00,30.0,20.0,10.0,CASH,YES,REGULAR,0,3,Friday,May
8452,ZONE-C,EV,2024-01-05 10:00:00,120.0,30.0,60.0,UNKNOWN,NO,REGULAR,10,5,Friday,January
8453,ZONE-B,BIKE,2024-03-14 01:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,1,14,Thursday,March
8454,UNKNOWN,EV,2024-04-22 01:00:00,60.0,20.0,20.0,UPI,NO,UNKNOWN,1,22,Monday,April
8456,ZONE-A,CAR,2024-06-21 01:00:00,30.0,20.0,10.0,UNKNOWN,NO,VISITOR,1,21,Friday,June
8457,UNKNOWN,CAR,2024-07-23 18:00:00,5.0,30.0,2.5,UPI,YES,VISITOR,18,23,Tuesday,July
8462,ZONE-A,CAR,2024-02-09 16:00:00,240.0,30.0,120.0,UNKNOWN,NO,REGULAR,16,9,Friday,February
8464,ZONE-A,BIKE,2024-07-12 03:00:00,60.0,20.0,20.0,CASH,YES,REGULAR,3,12,Friday,July
8465,ZONE-C,BIKE,2024-02-21 09:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,9,21,Wednesday,February
8466,ZONE-B,BIKE,2024-01-26 19:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,19,26,Friday,January
8467,ZONE-A,BIKE,2024-02-17 05:00:00,15.0,20.0,5.0,UNKNOWN,NO,VISITOR,5,17,Saturday,February
8468,ZONE-A,BIKE,2024-03-17 08:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,8,17,Sunday,March
8469,ZONE-C,CAR,2024-07-20 21:00:00,120.0,40.0,80.0,CARD,YES,REGULAR,21,20,Saturday,July
8470,ZONE-A,CAR,2024-01-15 11:00:00,5.0,40.0,3.33,CARD,NO,REGULAR,11,15,Monday,January
8471,UNKNOWN,UNKNOWN,2024-07-22 00:00:00,30.0,40.0,20.0,CARD,YES,VISITOR,0,22,Monday,July
8472,ZONE-B,CAR,2024-06-26 06:00:00,15.0,30.0,7.5,CASH,NO,REGULAR,6,26,Wednesday,June
8473,ZONE-C,UNKNOWN,2024-01-12 14:00:00,30.0,20.0,10.0,CASH,NO,VISITOR,14,12,Friday,January
8474,UNKNOWN,CAR,2024-02-20 22:00:00,240.0,40.0,160.0,UPI,YES,UNKNOWN,22,20,Tuesday,February
8476,ZONE-C,BIKE,2024-04-20 08:00:00,15.0,40.0,10.0,UPI,NO,VISITOR,8,20,Saturday,April
8477,ZONE-A,UNKNOWN,2024-05-18 16:00:00,5.0,20.0,1.67,UPI,YES,VISITOR,16,18,Saturday,May
8478,ZONE-C,BIKE,2024-05-31 08:00:00,15.0,20.0,5.0,CARD,NO,REGULAR,8,31,Friday,May
8479,ZONE-B,BIKE,2024-04-18 23:00:00,120.0,40.0,80.0,UNKNOWN,NO,REGULAR,23,18,Thursday,April
8480,ZONE-B,CAR,2024-03-26 18:00:00,240.0,40.0,160.0,UPI,YES,VISITOR,18,26,Tuesday,March
8481,ZONE-A,CAR,2024-07-04 20:00:00,15.0,30.0,7.5,CASH,YES,REGULAR,20,4,Thursday,July
8482,UNKNOWN,EV,2024-07-11 12:00:00,15.0,30.0,7.5,UPI,NO,REGULAR,12,11,Thursday,July
8484,ZONE-B,CAR,2024-05-12 18:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,18,12,Sunday,May
8486,ZONE-C,CAR,2024-07-04 09:00:00,240.0,20.0,80.0,UPI,YES,VISITOR,9,4,Thursday,July
8487,ZONE-C,BIKE,2024-01-03 17:00:00,60.0,30.0,30.0,CARD,YES,REGULAR,17,3,Wednesday,January
8488,ZONE-B,CAR,2024-03-09 14:00:00,120.0,30.0,60.0,CARD,YES,VISITOR,14,9,Saturday,March
8489,ZONE-C,BIKE,2024-04-25 00:00:00,5.0,40.0,3.33,UNKNOWN,NO,REGULAR,0,25,Thursday,April
8491,ZONE-A,CAR,2024-02-20 05:00:00,30.0,20.0,10.0,UPI,YES,REGULAR,5,20,Tuesday,February
8493,ZONE-B,BIKE,2024-05-19 05:00:00,240.0,40.0,160.0,CASH,NO,VISITOR,5,19,Sunday,May
8494,UNKNOWN,BIKE,2024-02-20 21:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,21,20,Tuesday,February
8495,ZONE-A,BIKE,2024-03-12 06:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,6,12,Tuesday,March
8496,ZONE-A,UNKNOWN,2024-01-27 13:00:00,15.0,40.0,10.0,UNKNOWN,NO,REGULAR,13,27,Saturday,January
8498,ZONE-C,CAR,2024-01-03 12:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,12,3,Wednesday,January
8499,ZONE-A,BIKE,2024-01-22 20:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,20,22,Monday,January
8500,ZONE-A,BIKE,2024-04-17 09:00:00,60.0,40.0,40.0,CASH,YES,VISITOR,9,17,Wednesday,April
8501,ZONE-C,UNKNOWN,2024-06-26 09:00:00,60.0,30.0,30.0,UPI,YES,REGULAR,9,26,Wednesday,June
8503,ZONE-A,CAR,2024-03-05 12:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,12,5,Tuesday,March
8504,ZONE-C,BIKE,2024-05-02 07:00:00,30.0,40.0,20.0,UNKNOWN,NO,REGULAR,7,2,Thursday,May
8505,ZONE-B,CAR,2024-01-01 14:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,14,1,Monday,January
8506,UNKNOWN,CAR,2024-05-23 05:00:00,120.0,20.0,40.0,UNKNOWN,YES,REGULAR,5,23,Thursday,May
8507,ZONE-C,BIKE,2024-05-04 23:00:00,5.0,30.0,2.5,CARD,YES,REGULAR,23,4,Saturday,May
8509,ZONE-C,CAR,2024-01-16 02:00:00,15.0,30.0,7.5,UNKNOWN,NO,REGULAR,2,16,Tuesday,January
8510,ZONE-A,CAR,2024-06-06 13:00:00,30.0,40.0,20.0,UNKNOWN,YES,REGULAR,13,6,Thursday,June
8512,ZONE-A,UNKNOWN,2024-05-06 07:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,7,6,Monday,May
8514,ZONE-C,CAR,2024-01-03 17:00:00,60.0,40.0,40.0,CARD,YES,VISITOR,17,3,Wednesday,January
8515,ZONE-A,CAR,2024-06-16 09:00:00,15.0,40.0,10.0,UPI,YES,VISITOR,9,16,Sunday,June
8516,ZONE-A,EV,2024-01-10 23:00:00,5.0,20.0,1.67,UNKNOWN,NO,VISITOR,23,10,Wednesday,January
8517,UNKNOWN,CAR,2024-06-15 03:00:00,240.0,30.0,120.0,UPI,YES,VISITOR,3,15,Saturday,June
8519,ZONE-A,BIKE,2024-01-24 05:00:00,5.0,30.0,2.5,UPI,NO,VISITOR,5,24,Wednesday,January
8520,ZONE-A,CAR,2024-06-23 06:00:00,60.0,30.0,30.0,UPI,YES,UNKNOWN,6,23,Sunday,June
8521,ZONE-C,BIKE,2024-04-08 16:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,16,8,Monday,April
8522,UNKNOWN,EV,2024-07-13 08:00:00,60.0,40.0,40.0,CARD,YES,REGULAR,8,13,Saturday,July
8525,ZONE-B,BIKE,2024-03-28 22:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,22,28,Thursday,March
8526,ZONE-A,CAR,2024-04-04 20:00:00,30.0,40.0,20.0,CARD,YES,REGULAR,20,4,Thursday,April
8528,ZONE-A,BIKE,2024-01-01 12:00:00,240.0,30.0,120.0,UPI,NO,REGULAR,12,1,Monday,January
8529,UNKNOWN,CAR,2024-05-22 01:00:00,120.0,20.0,40.0,UPI,YES,VISITOR,1,22,Wednesday,May
